base_process_variant,flip_p,subsample_step,k,branch_entropy_mean,branch_entropy_std,unifilarity_score_mean,unifilarity_score_std,logloss_mean,logloss_std
even_process,0.02,4,3,0.08598349472948334,0.07656880569837486,0.9763826382638264,0.022343616928579845,0.4855732618192851,0.004203011218333552
even_process,0.02,4,4,0.24375011355263615,0.1857835844537893,0.9372871608951119,0.06512429012682447,0.48562267946895255,0.004025154821107225
even_process,0.02,4,5,0.5621112661097529,0.19008687436898167,0.8505275791368705,0.07340067004998536,0.4875641565351506,0.002333806202189066
even_process,0.02,4,6,0.9803174318445642,0.23620074989527293,0.7391693546370615,0.06946608373943698,0.4883776308168054,0.0012712549826996433
even_process,0.02,4,7,1.2731260413375005,0.14630433892221692,0.6545809161832367,0.061592266488352074,0.499915708043042,0.007351502008059315
even_process,0.02,4,8,1.5894587605572776,0.08589506539225202,0.562456552724363,0.04240885065321364,0.5122934367626749,0.006858829170480835
even_process,0.05,1,1,0.0,0.0,1.0,0.0,0.5082817054627011,0.0010042940630009933
even_process,0.05,1,2,0.0,0.0,1.0,0.0,0.5022212151371368,0.0013222070260858047
even_process,0.05,1,3,0.2064414529088074,0.11770134626868871,0.9082077051926298,0.05485593454179081,0.49871787126858835,0.0013193211134381177
even_process,0.05,1,4,0.30108853279761616,0.04985123128510906,0.8896228007125222,0.02082933193883381,0.4952218889684207,0.0014047384357073883
even_process,0.05,1,5,0.44538049603375623,0.09377777471067918,0.8532594972311461,0.0540215849119019,0.49323699212707234,0.0012513244639179237
even_process,0.05,1,6,0.6534545127056697,0.13150036512727875,0.8004012675554556,0.055190831316907524,0.4911348634480325,0.0014719819982381436
even_process,0.05,1,7,0.8707407634902011,0.08518860736419522,0.7635181759087954,0.0293386578265548,0.49042032947046377,0.0016883182645603615
even_process,0.05,1,8,1.1405919243455416,0.11678778330465393,0.6783944096855448,0.05008729545902501,0.49079353307338075,0.0024956607366138934
even_process,0.05,2,1,0.0,0.0,1.0,0.0,0.5114770772647981,0.001815667789509786
even_process,0.05,2,2,0.0,0.0,1.0,0.0,0.5106953535855766,0.0019487319336179804
even_process,0.05,2,3,0.07235502999648268,0.15237854803939577,0.9710485524276213,0.06251155250952002,0.5102905039944708,0.002053916547481282
even_process,0.05,2,4,0.2827804966803111,0.06366662739216122,0.9087142946434152,0.033115297095210154,0.5102910506973016,0.0021729267922620285
even_process,0.05,2,5,0.47064771141716977,0.1257599353522874,0.8570192764457334,0.046420456810015255,0.5103506379317596,0.002178977759389322
even_process,0.05,2,6,0.7217395275401419,0.10912794860520465,0.7782105934269248,0.05717517820936188,0.5108107284675522,0.002493468794962501
even_process,0.05,2,7,0.9642954083691293,0.031398514583524044,0.7433318331833183,0.02589787561577752,0.5140761206685314,0.003970757507636436
even_process,0.05,2,8,1.1888814266257697,0.07566316303546602,0.6929829605830656,0.034841656947887885,0.5185394895748269,0.002183908950212487
even_process,0.05,4,1,0.0,0.0,1.0,0.0,0.512788753092941,0.003945419523018208
even_process,0.05,4,2,0.0,0.0,1.0,0.0,0.5127908170224847,0.003930382032286467
even_process,0.05,4,3,0.22598360318634497,0.1048575198567452,0.9298029802980297,0.04634165904882103,0.5129421569584098,0.003847295931770735
even_process,0.05,4,4,0.4191518122914012,0.16983774754785233,0.88608576072009,0.05624156418043262,0.5129778624273114,0.0038044963469835253
even_process,0.05,4,5,0.8113590735947852,0.09992837772609518,0.7634695204280642,0.034860754141443476,0.5142257043964646,0.0035227652160224553
even_process,0.05,4,6,1.17451774831122,0.1422782513224484,0.6848498487235266,0.05336102336803167,0.5165810453790926,0.005659273640467757
even_process,0.05,4,7,1.3669874946158855,0.09339586926967824,0.6339117823564713,0.05747573021882618,0.5222177845481042,0.00318918343238515
even_process,0.05,4,8,1.636492890665588,0.1671756369443441,0.568337876022105,0.052134633727643084,0.5374270239307968,0.009892012124360073
even_process,0.1,1,1,0.0,0.0,1.0,0.0,0.5511025156983057,0.0016438477267865764
even_process,0.1,1,2,0.0,0.0,1.0,0.0,0.5488176088221915,0.0018354696708904788
even_process,0.1,1,3,0.25752190280783716,0.060407334377729854,0.8984424610615266,0.031835607687774714,0.547281797237404,0.0018765604931561958
even_process,0.1,1,4,0.34241145208997603,0.06086984876240697,0.8808975280477516,0.02638515730440149,0.5461707518842058,0.0021745022258913456
even_process,0.1,1,5,0.5697447005173235,0.18078272786956923,0.823764641174044,0.07444413189488765,0.5454331999167532,0.00221083926215282
even_process,0.1,1,6,0.7298099871319572,0.12207545639510514,0.7917471389373285,0.05570999437646652,0.54485991157434,0.002284584156694071
even_process,0.1,1,7,1.0378704813769073,0.01942750085437904,0.7051927596379819,0.029307180658591,0.544637128624626,0.002321166684211821
even_process,0.1,1,8,1.392017043125581,0.09714961669132326,0.6198586170472089,0.030240561131710468,0.5448540123166232,0.0025297563502889543
even_process,0.1,2,1,0.0,0.0,1.0,0.0,0.5533968094568475,0.0026934895238739935
even_process,0.1,2,2,0.0,0.0,1.0,0.0,0.5532003348672044,0.0027783602171466536
even_process,0.1,2,3,0.28262587169234976,0.18127436149691564,0.881201560078004,0.07423798980144718,0.5530850206656983,0.0028847434515929513
even_process,0.1,2,4,0.38426455113877717,0.12002152725355787,0.8695393462091381,0.05925141967816421,0.5531160218636296,0.0028707515003716906
even_process,0.1,2,5,0.6346986335462125,0.05899370676590034,0.8182688701652625,0.02159222537470341,0.5532578628743622,0.0028761329169081605
even_process,0.1,2,6,0.8029092243848833,0.17984332502243508,0.7733151650769442,0.0805263602185573,0.5532101075456689,0.0027970443388113547
even_process,0.1,2,7,1.2804485554792684,0.1004598262036389,0.661051105110511,0.02681697417829452,0.5544634097124463,0.003054289134377815
even_process,0.1,2,8,1.59241231630847,0.10664742379818902,0.587246065182333,0.05242577619637096,0.5606027793277737,0.003177826203462799
even_process,0.1,4,1,0.0,0.0,1.0,0.0,0.5562637504425524,0.005411167139437419
even_process,0.1,4,2,0.0,0.0,1.0,0.0,0.5562476312228964,0.005375776816291284
even_process,0.1,4,3,0.2989953537943906,0.2429619339839154,0.8953445344534453,0.0783154848302664,0.5564153895563307,0.005478419125803432
even_process,0.1,4,4,0.5570587446746489,0.16116291787497478,0.817437179647456,0.06517271374422949,0.5564996586180415,0.00538496656690218
even_process,0.1,4,5,0.8571201082926692,0.12808455760642548,0.7349052357853678,0.05189173298800911,0.5564590026662837,0.005419534265853081
even_process,0.1,4,6,1.0438754641275252,0.29833027325969325,0.6980021503763159,0.103911450647536,0.5595125586236064,0.006150135506716708
even_process,0.1,4,7,1.4581190661416392,0.16541509876780333,0.5941888377675535,0.04066784335612545,0.565373517273352,0.010222858965913106
even_process,0.1,4,8,1.870692122377052,0.07027278075901992,0.5212122727613713,0.03319893797955,0.5816459219150543,0.017020816084854826
