base_process_variant,flip_p,subsample_step,k,process,reconstructor,representation,logloss_mean,logloss_std,n_states_mean,n_states_std,C_mu_empirical_mean,C_mu_empirical_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
even_process,0.1,1,6,even_process_flip0.1,one_step_greedy_merge,last_6,0.54485991157434,0.002284584156694071,9.2,0.44721359549995776,1.5935143003445549,0.14388448975072565,0.7917471389373285,0.05570999437646652,0.7298099871319572,0.12207545639510514
even_process,0.1,1,7,even_process_flip0.1,one_step_greedy_merge,last_7,0.544637128624626,0.002321166684211821,13.6,1.816590212458495,1.8189452165303712,0.0526349966027014,0.7051927596379819,0.029307180658591,1.0378704813769073,0.01942750085437904
even_process,0.1,1,8,even_process_flip0.1,one_step_greedy_merge,last_8,0.5448540123166232,0.0025297563502889543,19.2,0.8366600265340757,1.9951821996050598,0.03691602671299454,0.6198586170472089,0.030240561131710468,1.392017043125581,0.09714961669132326
even_process,0.1,2,1,even_process_flip0.1_sub2,one_step_greedy_merge,last_1,0.5533968094568475,0.0026934895238739935,2.0,0.0,0.5516527119444798,0.0020367220946714997,1.0,0.0,0.0,0.0
even_process,0.1,2,2,even_process_flip0.1_sub2,one_step_greedy_merge,last_2,0.5532003348672044,0.0027783602171466536,3.0,0.0,0.9818430865084398,0.0025853626087818547,1.0,0.0,0.0,0.0
even_process,0.1,2,3,even_process_flip0.1_sub2,one_step_greedy_merge,last_3,0.5530850206656983,0.0028847434515929513,3.8,0.447213595499958,1.152064286121338,0.10849931949268946,0.881201560078004,0.07423798980144718,0.28262587169234976,0.18127436149691564
even_process,0.1,2,4,even_process_flip0.1_sub2,one_step_greedy_merge,last_4,0.5531160218636296,0.0028707515003716906,4.6,0.5477225575051663,1.250333061196643,0.1127976190868479,0.8695393462091381,0.05925141967816421,0.38426455113877717,0.12002152725355787
even_process,0.1,2,5,even_process_flip0.1_sub2,one_step_greedy_merge,last_5,0.5532578628743622,0.0028761329169081605,6.6,0.5477225575051661,1.465521510918469,0.10012838707356343,0.8182688701652625,0.02159222537470341,0.6346986335462125,0.05899370676590034
even_process,0.1,2,6,even_process_flip0.1_sub2,one_step_greedy_merge,last_6,0.5532101075456689,0.0027970443388113547,9.6,1.3416407864998738,1.565045136641822,0.07829613608396828,0.7733151650769442,0.0805263602185573,0.8029092243848833,0.17984332502243508
even_process,0.1,2,7,even_process_flip0.1_sub2,one_step_greedy_merge,last_7,0.5544634097124463,0.003054289134377815,14.6,0.5477225575051662,1.7602990021868774,0.035724860138434844,0.661051105110511,0.02681697417829452,1.2804485554792684,0.1004598262036389
even_process,0.1,2,8,even_process_flip0.1_sub2,one_step_greedy_merge,last_8,0.5606027793277737,0.003177826203462799,19.8,0.8366600265340757,1.8943758162248134,0.0366758412207268,0.587246065182333,0.05242577619637096,1.59241231630847,0.10664742379818902
