obs_std,seed,method,method_param,n_states,ari_slow,ari_fast,ari_joint,gaussian_logloss,elapsed_s
0.25,3,kalman_predictive_single,0.5,296,0.0004888026456339363,-6.58831417086868e-05,9.854888698213334e-05,3.261175795675222,1.082244522869587
0.25,3,kalman_predictive_kmeans,3.0,3,0.28958670783290663,0.0006974072924584449,0.11610406207479416,3.261175795675222,0.03172642923891544
0.25,3,kalman_predictive_kmeans,6.0,6,0.21197121211385084,0.0004988818788253189,0.11385991649996223,3.261175795675222,0.10422503016889095
0.25,3,kalman_predictive_kmeans,9.0,9,0.1713459722217299,0.0002499671507261234,0.10647422798480988,3.261175795675222,0.2510804459452629
0.25,3,kalman_predictive_kmeans,12.0,12,0.12893915588148544,0.00025730904783660604,0.08714693882460932,3.261175795675222,0.1968179140239954
0.25,3,kalman_predictive_kmeans,18.0,18,0.09323039273998235,9.579797721416502e-05,0.069648362739343,3.261175795675222,0.6593484980985522
0.25,3,obs_pca_kmeans,3.0,3,0.0008167871310451387,9.490458648298454e-05,0.00020941118128561863,3.261175795675222,0.019239417277276516
0.25,3,obs_pca_kmeans,6.0,6,0.000546363143762248,0.1845573867896224,0.0973286443922851,3.261175795675222,0.0537740383297205
0.25,3,obs_pca_kmeans,9.0,9,0.0007286400022854357,0.12887711855664508,0.0783092746220481,3.261175795675222,0.13191855419427156
0.25,3,obs_pca_kmeans,12.0,12,0.0007262330585929606,0.10784677625668518,0.07095589317689668,3.261175795675222,0.20924561470746994
0.25,3,obs_pca_kmeans,18.0,18,0.0005856161402762673,0.09428037573474682,0.06928881411685411,3.261175795675222,0.45303042884916067
0.25,3,history_kmeans,3.0,3,0.0021716665586607054,0.000897977003729999,0.0010648858653905535,3.261175795675222,0.18267529364675283
0.25,3,history_kmeans,6.0,6,0.0013583619978855804,0.014973484329339821,0.008986050672070083,3.261175795675222,0.46238225046545267
0.25,3,history_kmeans,9.0,9,0.001440955462376918,0.008968077218506957,0.006514599520423952,3.261175795675222,1.5396399889141321
0.25,3,history_kmeans,12.0,12,0.002484945513356979,0.008838835380854025,0.007816350253045825,3.261175795675222,1.1803995883092284
0.25,3,history_kmeans,18.0,18,0.013699125405495914,0.011355565282686577,0.019751072647393092,3.261175795675222,3.2258592071011662
0.25,4,kalman_predictive_single,0.25,1201,0.030051009615189795,0.00032795480832902447,0.01204755767555337,3.27018481970653,1.0776112200692296
0.25,4,kalman_predictive_single,0.35,487,0.0017866345130848904,9.274588301302894e-05,0.0005265975245700584,3.27018481970653,1.0889056278392673
0.25,4,kalman_predictive_single,0.5,161,-0.0003259214870736688,-3.6928464176268057e-05,-0.00010180129805436919,3.27018481970653,1.0561449779197574
0.25,4,kalman_predictive_kmeans,3.0,3,0.3736540734632518,0.00025893171831210663,0.1418701595951276,3.27018481970653,0.042235834524035454
0.25,4,kalman_predictive_kmeans,6.0,6,0.2758579640334674,0.0003032692672285273,0.1413062255178824,3.27018481970653,0.06933087948709726
0.25,4,kalman_predictive_kmeans,9.0,9,0.19078717998105219,7.36013028028774e-05,0.11729371880517987,3.27018481970653,0.520977127365768
0.25,4,kalman_predictive_kmeans,12.0,12,0.14623634476421377,0.0001647779360009002,0.09872701562928442,3.27018481970653,0.6057001734152436
0.25,4,kalman_predictive_kmeans,18.0,18,0.10788229556048154,-0.00014769125800680562,0.08027945055159302,3.27018481970653,1.205051933415234
0.25,4,obs_pca_kmeans,3.0,3,0.00031905250645161817,0.0028689298343243866,0.0016025783246011581,3.27018481970653,0.03462175466120243
0.25,4,obs_pca_kmeans,6.0,6,0.0006292266711822734,0.058923725859487915,0.031565193447338824,3.27018481970653,0.07946657203137875
0.25,4,obs_pca_kmeans,9.0,9,0.0004996202830861539,0.1323878970713284,0.08060183433174072,3.27018481970653,0.10617295745760202
0.25,4,obs_pca_kmeans,12.0,12,0.0006043756351991156,0.1004315524141582,0.06717409273098136,3.27018481970653,0.14832346886396408
0.25,4,obs_pca_kmeans,18.0,18,0.000347685462174006,0.09655564334230314,0.07145144777799223,3.27018481970653,0.21403401345014572
0.25,4,history_kmeans,3.0,3,0.0003668675949916785,9.810172048197546e-05,0.0003554995896391934,3.27018481970653,0.20328322052955627
0.25,4,history_kmeans,6.0,6,0.0014143199089071406,0.009380079778204174,0.0061054497523450576,3.27018481970653,0.40363536681979895
0.25,4,history_kmeans,9.0,9,0.0005899405814862181,0.01732341669484567,0.011403502140824136,3.27018481970653,0.9630252290517092
0.25,4,history_kmeans,12.0,12,0.01027077878563757,0.010620777367579652,0.014186520669624078,3.27018481970653,1.9542588647454977
0.25,4,history_kmeans,18.0,18,0.01626144920596173,0.017690503487113245,0.027427553263730923,3.27018481970653,1.6157922465354204
0.4,0,kalman_predictive_single,0.25,1679,0.027051762763323974,0.0008056809042732928,0.014902601861289532,6.063486241499312,1.1004247311502695
0.4,0,kalman_predictive_single,0.35,668,0.003161241466262393,1.6337442650648703e-05,0.0010499845884075823,6.063486241499312,1.145657991990447
0.4,0,kalman_predictive_single,0.5,226,-0.0006535826335242047,1.1002618199710997e-05,-0.00016039341808057943,6.063486241499312,1.1482902178540826
0.4,0,kalman_predictive_kmeans,3.0,3,0.3679735397587391,0.00018084254589827427,0.14301703625134493,6.063486241499312,0.03703553322702646
0.4,0,kalman_predictive_kmeans,6.0,6,0.21357779853217745,0.0005066680173894452,0.1142780289308368,6.063486241499312,0.1746155610308051
0.4,0,kalman_predictive_kmeans,9.0,9,0.17601214927640713,0.0002553195756703084,0.10906069690922829,6.063486241499312,0.20475394371896982
0.4,0,kalman_predictive_kmeans,12.0,12,0.12735120257632723,0.0008341676217800656,0.08716236314134608,6.063486241499312,0.7052795104682446
0.4,0,kalman_predictive_kmeans,18.0,18,0.08995063392319795,0.00029692864801422297,0.06780320044451917,6.063486241499312,0.8153241677209735
0.4,0,obs_pca_kmeans,3.0,3,-0.00021485619712998042,0.0007133369607495068,0.0003410582292694953,6.063486241499312,0.047712002880871296
0.4,0,obs_pca_kmeans,6.0,6,7.264675848432558e-05,0.12564059095413127,0.06611418863078104,6.063486241499312,0.05529639311134815
0.4,0,obs_pca_kmeans,9.0,9,0.00017284564874086368,0.09714762455134757,0.05848949975382153,6.063486241499312,0.1435857815667987
0.4,0,obs_pca_kmeans,12.0,12,5.589882465212117e-05,0.0741762161625398,0.04926417218300261,6.063486241499312,0.3118524271994829
0.4,0,obs_pca_kmeans,18.0,18,-6.552737812880774e-05,0.06432227489550332,0.047004559264455924,6.063486241499312,0.4236298566684127
0.4,0,history_kmeans,3.0,3,0.0015321924923863016,3.4366644640404364e-06,0.0007845844303451054,6.063486241499312,0.21807717066258192
0.4,0,history_kmeans,6.0,6,0.0008141266317496274,0.015224499319830338,0.00884094159024857,6.063486241499312,0.7455676468089223
0.4,0,history_kmeans,9.0,9,0.0027630489427711924,0.009441720557513373,0.007426810011734679,6.063486241499312,1.3742759972810745
0.4,0,history_kmeans,12.0,12,0.005944889038228148,0.013211461300630608,0.01309897738038224,6.063486241499312,1.580472812987864
0.4,0,history_kmeans,18.0,18,0.015991411363920065,0.010245071618974479,0.02037425745641998,6.063486241499312,2.101004128344357
